date,store_id,region,city,store_type,category,product,channel,customer_segment,units_sold,unit_price,discount_rate,revenue,cost,profit,returns,nps_score
2025-03-12,S032,関東,東京,旗艦,食品,プレミアム米,EC,プレミアム会員,29,4800,0.1,125280,66816,58464,0,54.5
2025-03-12,S032,関東,東京,旗艦,家電,冷蔵庫,電話,プレミアム会員,29,128000,0.05,3526400,2152960,1373440,0,60.5
2025-03-12,S041,中部,名古屋,旗艦,衣料,Tシャツ,電話,一般,27,2400,0.15,55080,27216,27864,0,32.1
2025-03-12,S041,中部,名古屋,旗艦,食品,プレミアム米,店頭,法人,26,4800,0,124800,59904,64896,0,28.3
2025-03-12,S041,中部,名古屋,旗艦,日用品,洗剤,店頭,法人,30,680,0.1,18360,9180,9180,0,35.0
2025-03-12,S042,中部,名古屋,旗艦,日用品,洗剤,EC,会員,34,680,0.05,21964,10404,11560,0,35.8
2025-03-12,S042,中部,名古屋,旗艦,日用品,ティッシュ,EC,プレミアム会員,45,420,0,18900,10395,8505,0,14.9
2025-03-12,S042,中部,名古屋,旗艦,衣料,Tシャツ,電話,会員,25,2400,0.2,48000,25200,22800,1,35.6
2025-03-12,S042,中部,名古屋,旗艦,衣料,ダウンジャケット,店頭,法人,44,18000,0.2,633600,396000,237600,0,36.6
2025-03-12,S042,中部,名古屋,旗艦,家電,テレビ,店頭,会員,38,95000,0.05,3429500,1985500,1444000,0,30.1
2025-03-12,S051,関西,大阪,小型,衣料,ダウンジャケット,店頭,法人,11,18000,0,198000,99000,99000,0,35.3
2025-03-12,S051,関西,大阪,小型,日用品,ティッシュ,電話,一般,6,420,0.05,2394,1386,1008,0,20.7
2025-03-12,S051,関西,大阪,小型,家電,テレビ,EC,プレミアム会員,8,95000,0,760000,418000,342000,1,65.7
2025-03-12,S051,関西,大阪,小型,衣料,Tシャツ,店頭,会員,4,2400,0.2,7680,4032,3648,0,40.4
2025-03-12,S051,関西,大阪,小型,食品,コーヒー豆,電話,法人,10,1280,0,12800,5120,7680,0,22.8
2025-03-12,S052,関西,大阪,旗艦,家電,テレビ,電話,法人,46,95000,0.2,3496000,2403500,1092500,1,27.3
2025-03-12,S052,関西,大阪,旗艦,食品,コーヒー豆,EC,会員,33,1280,0.15,35904,16896,19008,2,28.1
2025-03-12,S052,関西,大阪,旗艦,日用品,洗剤,EC,法人,57,680,0.2,31008,17442,13566,1,21.3
2025-03-12,S052,関西,大阪,旗艦,衣料,ダウンジャケット,電話,法人,33,18000,0,594000,297000,297000,0,36.2
2025-03-12,S061,中国,広島,小型,家電,冷蔵庫,店頭,一般,11,128000,0.05,1337600,816640,520960,0,29.2
2025-03-12,S061,中国,広島,小型,日用品,洗剤,EC,一般,13,680,0,8840,3978,4862,1,15.9
2025-03-12,S061,中国,広島,小型,衣料,Tシャツ,EC,会員,4,2400,0,9600,4032,5568,0,17.1
2025-03-12,S061,中国,広島,小型,衣料,ダウンジャケット,店頭,会員,8,18000,0,144000,72000,72000,0,17.7
2025-03-12,S061,中国,広島,小型,家電,エアコン,EC,法人,4,85000,0.05,323000,210800,112200,1,27.7
2025-03-12,S062,中国,広島,小型,衣料,Tシャツ,店頭,法人,7,2400,0.1,15120,7056,8064,0,14.3
2025-03-12,S062,中国,広島,小型,衣料,ダウンジャケット,電話,プレミアム会員,11,18000,0,198000,99000,99000,0,46.0
2025-03-12,S062,中国,広島,小型,家電,冷蔵庫,店頭,法人,8,128000,0,1024000,593920,430080,1,29.9
2025-03-12,S062,中国,広島,小型,食品,コーヒー豆,店頭,プレミアム会員,10,1280,0,12800,5120,7680,0,45.3
2025-03-12,S062,中国,広島,小型,日用品,ティッシュ,EC,法人,8,420,0.2,2688,1848,840,1,27.7
2025-03-12,S071,九州,福岡,小型,衣料,Tシャツ,EC,法人,12,2400,0.05,27360,12096,15264,0,49.0
2025-03-12,S071,九州,福岡,小型,食品,コーヒー豆,電話,法人,11,1280,0,14080,5632,8448,0,22.2
2025-03-12,S071,九州,福岡,小型,家電,冷蔵庫,電話,プレミアム会員,11,128000,0,1408000,816640,591360,0,33.1
2025-03-12,S072,九州,福岡,旗艦,食品,プレミアム米,店頭,プレミアム会員,50,4800,0.05,228000,115200,112800,1,42.7
2025-03-12,S072,九州,福岡,旗艦,日用品,洗剤,店頭,プレミアム会員,56,680,0,38080,17136,20944,2,70.9
2025-03-12,S072,九州,福岡,旗艦,衣料,Tシャツ,店頭,会員,49,2400,0,117600,49392,68208,0,25.8
2025-03-12,S072,九州,福岡,旗艦,家電,エアコン,店頭,一般,21,85000,0,1785000,1106700,678300,1,30.8
2025-03-12,S072,九州,福岡,旗艦,家電,冷蔵庫,EC,プレミアム会員,43,128000,0,5504000,3192320,2311680,0,24.3
2025-03-19,S011,北海道,札幌,小型,家電,冷蔵庫,店頭,法人,11,128000,0,1408000,816640,591360,0,51.5
2025-03-19,S011,北海道,札幌,小型,家電,テレビ,EC,一般,13,95000,0,1235000,679250,555750,1,5.6
2025-03-19,S011,北海道,札幌,小型,家電,エアコン,店頭,一般,15,85000,0,1275000,790500,484500,0,35.0
2025-03-19,S011,北海道,札幌,小型,衣料,ダウンジャケット,電話,会員,5,18000,0,90000,45000,45000,0,36.5
2025-03-19,S011,北海道,札幌,小型,日用品,洗剤,電話,一般,9,680,0.15,5202,2754,2448,1,24.4
2025-03-19,S012,北海道,札幌,旗艦,衣料,ダウンジャケット,電話,会員,48,18000,0.05,820800,432000,388800,0,26.7
2025-03-19,S012,北海道,札幌,旗艦,日用品,ティッシュ,EC,一般,46,420,0.05,18354,10626,7728,0,28.4
2025-03-19,S012,北海道,札幌,旗艦,家電,冷蔵庫,店頭,法人,37,128000,0.2,3788800,2746880,1041920,0,35.9
2025-03-19,S012,北海道,札幌,旗艦,家電,テレビ,店頭,プレミアム会員,43,95000,0.2,3268000,2246750,1021250,0,42.0
2025-03-19,S012,北海道,札幌,旗艦,家電,エアコン,電話,会員,33,85000,0,2805000,1739100,1065900,0,19.6
2025-03-19,S021,東北,仙台,旗艦,衣料,ダウンジャケット,EC,会員,40,18000,0,720000,360000,360000,1,21.8
2025-03-19,S021,東北,仙台,旗艦,日用品,洗剤,EC,プレミアム会員,26,680,0.1,15912,7956,7956,0,49.3
2025-03-19,S021,東北,仙台,旗艦,家電,エアコン,電話,法人,50,85000,0,4250000,2635000,1615000,1,18.0
2025-03-19,S021,東北,仙台,旗艦,食品,コーヒー豆,電話,会員,46,1280,0,58880,23552,35328,1,36.3
2025-03-19,S021,東北,仙台,旗艦,衣料,Tシャツ,EC,一般,26,2400,0.2,49920,26208,23712,0,21.1
2025-03-19,S022,東北,仙台,小型,家電,エアコン,店頭,プレミアム会員,9,85000,0.1,688500,474300,214200,0,48.3
2025-03-19,S022,東北,仙台,小型,食品,コーヒー豆,電話,法人,8,1280,0.2,8192,4096,4096,0,24.7
2025-03-19,S022,東北,仙台,小型,食品,プレミアム米,EC,法人,9,4800,0.1,38880,20736,18144,0,28.1
2025-03-19,S022,東北,仙台,小型,日用品,ティッシュ,店頭,会員,9,420,0.2,3024,2079,945,0,31.1
2025-03-19,S031,関東,東京,標準,家電,冷蔵庫,EC,法人,11,128000,0,1408000,816640,591360,0,38.1
2025-03-19,S031,関東,東京,標準,家電,エアコン,電話,一般,23,85000,0,1955000,1212100,742900,1,26.5
2025-03-19,S031,関東,東京,標準,日用品,ティッシュ,EC,一般,12,420,0,5040,2772,2268,0,3.5
2025-03-19,S031,関東,東京,標準,食品,コーヒー豆,EC,プレミアム会員,16,1280,0.2,16384,8192,8192,0,23.4
2025-03-19,S032,関東,東京,旗艦,衣料,Tシャツ,店頭,会員,45,2400,0.15,91800,45360,46440,0,31.4
2025-03-19,S032,関東,東京,旗艦,家電,エアコン,店頭,会員,51,85000,0.1,3901500,2687700,1213800,0,24.7
2025-03-19,S032,関東,東京,旗艦,食品,コーヒー豆,電話,法人,39,1280,0.1,44928,19968,24960,0,21.7
2025-03-19,S032,関東,東京,旗艦,衣料,ダウンジャケット,電話,法人,50,18000,0,900000,450000,450000,1,36.6
2025-03-19,S032,関東,東京,旗艦,家電,テレビ,EC,プレミアム会員,31,95000,0.1,2650500,1619750,1030750,0,34.5
2025-03-19,S041,中部,名古屋,旗艦,衣料,Tシャツ,電話,法人,43,2400,0.2,82560,43344,39216,0,13.8
2025-03-19,S041,中部,名古屋,旗艦,食品,コーヒー豆,電話,会員,29,1280,0.15,31552,14848,16704,1,29.2
2025-03-19,S041,中部,名古屋,旗艦,食品,プレミアム米,EC,法人,70,4800,0,336000,161280,174720,0,-3.9
2025-03-19,S041,中部,名古屋,旗艦,家電,テレビ,電話,一般,2,95000,0,190000,104500,85500,0,64.6
2025-03-19,S041,中部,名古屋,旗艦,日用品,洗剤,店頭,プレミアム会員,41,680,0,27880,12546,15334,1,16.5
2025-03-19,S042,中部,名古屋,旗艦,衣料,Tシャツ,EC,会員,47,2400,0.1,101520,47376,54144,1,30.0
2025-03-19,S042,中部,名古屋,旗艦,家電,テレビ,EC,一般,49,95000,0.1,4189500,2560250,1629250,0,45.8
2025-03-19,S042,中部,名古屋,旗艦,家電,エアコン,電話,一般,36,85000,0,3060000,1897200,1162800,0,4.4
2025-03-19,S042,中部,名古屋,旗艦,食品,プレミアム米,電話,一般,41,4800,0.1,177120,94464,82656,0,27.4
2025-03-19,S042,中部,名古屋,旗艦,日用品,洗剤,電話,法人,43,680,0.2,23392,13158,10234,1,17.5
2025-03-19,S051,関西,大阪,小型,食品,プレミアム米,電話,法人,15,4800,0,72000,34560,37440,0,33.3
2025-03-19,S051,関西,大阪,小型,家電,冷蔵庫,電話,会員,7,128000,0,896000,519679,376321,1,48.5
2025-03-19,S051,関西,大阪,小型,衣料,Tシャツ,EC,法人,11,2400,0.2,21120,11088,10032,0,22.0
2025-03-19,S051,関西,大阪,小型,衣料,ダウンジャケット,店頭,法人,9,18000,0,162000,81000,81000,1,23.0
2025-03-19,S051,関西,大阪,小型,日用品,ティッシュ,電話,一般,12,420,0.1,4536,2772,1764,0,33.0
2025-03-19,S051,関西,大阪,小型,家電,エアコン,電話,法人,10,85000,0,850000,527000,323000,0,22.1
2025-03-19,S052,関西,大阪,旗艦,日用品,洗剤,EC,一般,40,680,0,27200,12240,14960,0,18.9
2025-03-19,S052,関西,大阪,旗艦,衣料,Tシャツ,EC,会員,33,2400,0,79200,33264,45936,1,30.9
2025-03-19,S052,関西,大阪,旗艦,家電,冷蔵庫,EC,法人,32,128000,0.1,3686400,2375680,1310720,0,32.9
2025-03-19,S052,関西,大阪,旗艦,家電,エアコン,店頭,会員,37,85000,0.15,2673250,1949900,723350,0,33.5
2025-03-19,S052,関西,大阪,旗艦,家電,テレビ,店頭,会員,35,95000,0.1,2992500,1828750,1163750,2,19.3
2025-03-19,S052,関西,大阪,旗艦,衣料,ダウンジャケット,EC,一般,28,18000,0,504000,252000,252000,2,27.6
2025-03-19,S061,中国,広島,小型,衣料,Tシャツ,電話,プレミアム会員,10,2400,0.1,21600,10080,11520,0,47.1
2025-03-19,S061,中国,広島,小型,日用品,洗剤,店頭,一般,5,680,0.1,3060,1530,1530,1,37.1
2025-03-19,S061,中国,広島,小型,家電,冷蔵庫,EC,会員,10,128000,0.2,1024000,742400,281600,0,21.0
2025-03-19,S061,中国,広島,小型,日用品,ティッシュ,EC,一般,14,420,0.15,4998,3234,1764,0,40.5
2025-03-19,S062,中国,広島,小型,家電,エアコン,電話,法人,6,85000,0,510000,316200,193800,1,28.2
2025-03-19,S062,中国,広島,小型,日用品,ティッシュ,電話,一般,12,420,0.1,4536,2772,1764,0,22.4
2025-03-19,S062,中国,広島,小型,食品,プレミアム米,電話,法人,9,4800,0.1,38880,20736,18144,0,28.9
2025-03-19,S071,九州,福岡,小型,衣料,Tシャツ,EC,会員,14,2400,0,33600,14112,19488,0,23.8
2025-03-19,S071,九州,福岡,小型,日用品,ティッシュ,電話,プレミアム会員,8,420,0.2,2688,1848,840,0,48.5
2025-03-19,S071,九州,福岡,小型,家電,テレビ,EC,一般,16,95000,0,1520000,836000,684000,0,44.8
2025-03-19,S071,九州,福岡,小型,日用品,洗剤,電話,会員,15,680,0,10200,4590,5610,0,15.6
2025-03-19,S072,九州,福岡,旗艦,食品,プレミアム米,EC,プレミアム会員,49,4800,0.1,211680,112896,98784,0,56.8
2025-03-19,S072,九州,福岡,旗艦,日用品,洗剤,電話,会員,52,680,0.2,28288,15912,12376,2,44.0
2025-03-19,S072,九州,福岡,旗艦,日用品,ティッシュ,電話,会員,16,420,0.2,5376,3696,1680,1,47.1
2025-03-19,S072,九州,福岡,旗艦,家電,冷蔵庫,店頭,プレミアム会員,62,128000,0,7936000,4602880,3333120,0,34.7
2025-03-26,S011,北海道,札幌,小型,家電,テレビ,店頭,一般,10,95000,0.05,902500,522500,380000,0,39.9
2025-03-26,S011,北海道,札幌,小型,食品,コーヒー豆,電話,プレミアム会員,9,1280,0,11520,4608,6912,0,39.4
2025-03-26,S011,北海道,札幌,小型,食品,プレミアム米,店頭,一般,10,4800,0,48000,23040,24960,0,17.0
2025-03-26,S012,北海道,札幌,旗艦,日用品,洗剤,電話,法人,29,680,0,19720,8874,10846,0,29.8
2025-03-26,S012,北海道,札幌,旗艦,家電,エアコン,電話,プレミアム会員,44,85000,0.05,3553000,2318800,1234200,1,50.1
2025-03-26,S012,北海道,札幌,旗艦,家電,テレビ,店頭,法人,45,95000,0.2,3420000,2351250,1068750,3,24.7
2025-03-26,S012,北海道,札幌,旗艦,衣料,ダウンジャケット,EC,会員,38,18000,0.2,547200,342000,205200,0,32.1
2025-03-26,S021,東北,仙台,旗艦,衣料,ダウンジャケット,EC,一般,47,18000,0.1,761400,423000,338400,0,18.3
2025-03-26,S021,東北,仙台,旗艦,食品,コーヒー豆,EC,法人,24,1280,0.1,27648,12288,15360,0,13.3
2025-03-26,S021,東北,仙台,旗艦,食品,プレミアム米,電話,一般,36,4800,0.1,155520,82944,72576,1,38.4
2025-03-26,S021,東北,仙台,旗艦,日用品,洗剤,店頭,会員,28,680,0.15,16184,8568,7616,0,41.5
2025-03-26,S021,東北,仙台,旗艦,家電,冷蔵庫,電話,一般,42,128000,0,5376000,3118080,2257920,0,41.7
2025-03-26,S021,東北,仙台,旗艦,衣料,Tシャツ,EC,プレミアム会員,27,2400,0.1,58320,27216,31104,0,61.0
2025-03-26,S022,東北,仙台,小型,衣料,ダウンジャケット,電話,一般,7,18000,0,126000,63000,63000,0,2.2
2025-03-26,S022,東北,仙台,小型,衣料,Tシャツ,電話,会員,7,2400,0,16800,7056,9744,0,36.9
2025-03-26,S022,東北,仙台,小型,家電,エアコン,電話,会員,13,85000,0.05,1049750,685100,364650,1,35.7
2025-03-26,S022,東北,仙台,小型,食品,コーヒー豆,電話,会員,9,1280,0,11520,4608,6912,0,25.4
2025-03-26,S031,関東,東京,標準,衣料,Tシャツ,電話,会員,12,2400,0.05,27360,12096,15264,0,28.9
2025-03-26,S031,関東,東京,標準,食品,プレミアム米,店頭,プレミアム会員,13,4800,0,62400,29952,32448,0,48.5
2025-03-26,S031,関東,東京,標準,食品,コーヒー豆,電話,一般,25,1280,0.05,30400,12800,17600,0,48.1
2025-03-26,S032,関東,東京,旗艦,日用品,ティッシュ,電話,プレミアム会員,54,420,0.05,21546,12474,9072,1,43.8
2025-03-26,S032,関東,東京,旗艦,家電,テレビ,EC,会員,39,95000,0,3705000,2037750,1667250,0,22.8
2025-03-26,S032,関東,東京,旗艦,家電,エアコン,EC,法人,54,85000,0,4590000,2845800,1744200,1,37.2
2025-03-26,S032,関東,東京,旗艦,家電,冷蔵庫,電話,会員,33,128000,0,4224000,2449920,1774080,0,33.7
2025-03-26,S032,関東,東京,旗艦,食品,コーヒー豆,EC,一般,41,1280,0.1,47232,20992,26240,1,35.3
2025-03-26,S032,関東,東京,旗艦,食品,プレミアム米,店頭,一般,31,4800,0,148800,71424,77376,0,33.7
2025-03-26,S041,中部,名古屋,旗艦,衣料,Tシャツ,EC,一般,48,2400,0,115200,48384,66816,1,47.8
2025-03-26,S041,中部,名古屋,旗艦,家電,テレビ,EC,一般,26,95000,0,2470000,1358500,1111500,0,31.1
2025-03-26,S041,中部,名古屋,旗艦,日用品,洗剤,EC,プレミアム会員,25,680,0.15,14450,7650,6800,0,46.1
2025-03-26,S041,中部,名古屋,旗艦,食品,コーヒー豆,電話,一般,44,1280,0.05,53504,22528,30976,0,13.9
2025-03-26,S041,中部,名古屋,旗艦,日用品,ティッシュ,電話,プレミアム会員,19,420,0,7980,4389,3591,1,6.4
2025-03-26,S042,中部,名古屋,旗艦,家電,テレビ,EC,会員,33,95000,0.1,2821500,1724250,1097250,0,39.9
2025-03-26,S042,中部,名古屋,旗艦,衣料,ダウンジャケット,店頭,一般,49,18000,0.2,705600,441000,264600,1,47.2
2025-03-26,S042,中部,名古屋,旗艦,日用品,ティッシュ,電話,法人,55,420,0.05,21945,12705,9240,1,33.1
2025-03-26,S042,中部,名古屋,旗艦,食品,コーヒー豆,電話,会員,48,1280,0,61440,24576,36864,1,29.9
2025-03-26,S042,中部,名古屋,旗艦,日用品,洗剤,EC,プレミアム会員,44,680,0.2,23936,13464,10472,2,45.7
2025-03-26,S051,関西,大阪,小型,食品,プレミアム米,EC,プレミアム会員,13,4800,0.05,59280,29952,29328,0,50.1
2025-03-26,S051,関西,大阪,小型,家電,エアコン,EC,会員,5,85000,0.15,361250,263500,97750,0,35.9
2025-03-26,S051,関西,大阪,小型,衣料,Tシャツ,EC,法人,10,2400,0.15,20400,10080,10320,0,43.7
2025-03-26,S051,関西,大阪,小型,家電,冷蔵庫,電話,プレミアム会員,11,128000,0.1,1267200,816640,450560,0,43.2
2025-03-26,S051,関西,大阪,小型,食品,コーヒー豆,電話,プレミアム会員,11,1280,0,14080,5632,8448,0,51.2
2025-03-26,S052,関西,大阪,旗艦,食品,コーヒー豆,電話,会員,42,1280,0.1,48384,21504,26880,0,25.2
2025-03-26,S052,関西,大阪,旗艦,食品,プレミアム米,店頭,プレミアム会員,37,4800,0,177600,85248,92352,0,44.3
2025-03-26,S052,関西,大阪,旗艦,衣料,Tシャツ,店頭,プレミアム会員,45,2400,0.05,102600,45360,57240,1,36.1
2025-03-26,S061,中国,広島,小型,家電,テレビ,店頭,法人,4,95000,0.1,342000,209000,133000,0,36.2
2025-03-26,S061,中国,広島,小型,家電,冷蔵庫,EC,プレミアム会員,12,128000,0.2,1228800,890879,337921,0,63.2
2025-03-26,S061,中国,広島,小型,衣料,Tシャツ,店頭,会員,10,2400,0.05,22800,10080,12720,0,26.7
2025-03-26,S061,中国,広島,小型,家電,エアコン,店頭,プレミアム会員,6,85000,0,510000,316200,193800,0,30.1
2025-03-26,S061,中国,広島,小型,衣料,ダウンジャケット,店頭,プレミアム会員,9,18000,0.1,145800,81000,64800,0,47.0
2025-03-26,S062,中国,広島,小型,日用品,ティッシュ,店頭,会員,5,420,0,2100,1155,945,0,40.4
2025-03-26,S062,中国,広島,小型,日用品,洗剤,EC,一般,9,680,0,6120,2754,3366,0,46.7
2025-03-26,S062,中国,広島,小型,家電,テレビ,電話,一般,10,95000,0,950000,522500,427500,0,26.0
2025-03-26,S071,九州,福岡,小型,家電,テレビ,店頭,プレミアム会員,7,95000,0.05,631750,365750,266000,0,47.8
2025-03-26,S071,九州,福岡,小型,日用品,ティッシュ,電話,一般,10,420,0,4200,2310,1890,0,33.4
2025-03-26,S071,九州,福岡,小型,衣料,ダウンジャケット,EC,会員,8,18000,0.15,122400,72000,50400,0,39.6
2025-03-26,S071,九州,福岡,小型,家電,冷蔵庫,電話,プレミアム会員,6,128000,0,768000,445439,322561,0,51.9
2025-03-26,S071,九州,福岡,小型,食品,コーヒー豆,電話,一般,14,1280,0.05,17024,7168,9856,0,25.2
2025-03-26,S072,九州,福岡,旗艦,家電,冷蔵庫,店頭,会員,37,128000,0,4736000,2746880,1989120,1,17.3
2025-03-26,S072,九州,福岡,旗艦,衣料,ダウンジャケット,EC,法人,50,18000,0,900000,450000,450000,3,36.0
2025-03-26,S072,九州,福岡,旗艦,家電,テレビ,EC,法人,15,95000,0,1425000,783750,641250,0,32.3
2025-03-26,S072,九州,福岡,旗艦,食品,コーヒー豆,EC,法人,45,1280,0,57600,23040,34560,0,25.0
2025-03-26,S072,九州,福岡,旗艦,日用品,洗剤,店頭,法人,36,680,0.2,19584,11016,8568,0,24.4
2025-03-26,S072,九州,福岡,旗艦,日用品,ティッシュ,電話,一般,43,420,0.05,17157,9933,7224,0,22.5
2025-04-02,S011,北海道,札幌,小型,衣料,Tシャツ,店頭,プレミアム会員,8,2400,0,19200,8064,11136,0,30.2
2025-04-02,S011,北海道,札幌,小型,家電,テレビ,EC,プレミアム会員,7,95000,0.15,565250,365750,199500,0,35.5
2025-04-02,S011,北海道,札幌,小型,日用品,洗剤,電話,法人,5,680,0,3400,1530,1870,0,22.7
2025-04-02,S011,北海道,札幌,小型,食品,プレミアム米,電話,一般,10,4800,0.05,45600,23040,22560,0,35.2
2025-04-02,S012,北海道,札幌,旗艦,食品,コーヒー豆,店頭,会員,42,1280,0.1,48384,21504,26880,2,20.3
2025-04-02,S012,北海道,札幌,旗艦,衣料,ダウンジャケット,店頭,会員,32,18000,0,576000,288000,288000,0,17.9
2025-04-02,S012,北海道,札幌,旗艦,衣料,Tシャツ,店頭,会員,50,2400,0.15,102000,50400,51600,1,22.9
2025-04-02,S012,北海道,札幌,旗艦,食品,プレミアム米,電話,プレミアム会員,64,4800,0.15,261120,147456,113664,0,56.0
2025-04-02,S012,北海道,札幌,旗艦,家電,エアコン,店頭,一般,38,85000,0.1,2907000,2002600,904400,1,29.0
2025-04-02,S012,北海道,札幌,旗艦,日用品,ティッシュ,店頭,プレミアム会員,63,420,0,26460,14553,11907,2,60.4
2025-04-02,S021,東北,仙台,旗艦,家電,冷蔵庫,EC,法人,40,128000,0.15,4352000,2969600,1382400,0,40.7
2025-04-02,S021,東北,仙台,旗艦,日用品,ティッシュ,EC,法人,23,420,0.05,9177,5313,3864,0,39.8
2025-04-02,S021,東北,仙台,旗艦,食品,プレミアム米,EC,法人,51,4800,0,244800,117504,127296,0,53.7
2025-04-02,S021,東北,仙台,旗艦,家電,エアコン,店頭,会員,57,85000,0,4845000,3003900,1841100,1,27.5
2025-04-02,S021,東北,仙台,旗艦,衣料,Tシャツ,EC,会員,26,2400,0,62400,26208,36192,1,46.5
2025-04-02,S022,東北,仙台,小型,食品,プレミアム米,EC,プレミアム会員,10,4800,0,48000,23040,24960,1,24.5
2025-04-02,S022,東北,仙台,小型,家電,テレビ,店頭,プレミアム会員,7,95000,0.05,631750,365750,266000,1,38.0
2025-04-02,S022,東北,仙台,小型,日用品,洗剤,店頭,一般,5,680,0,3400,1530,1870,0,3.2
2025-04-02,S022,東北,仙台,小型,日用品,ティッシュ,店頭,会員,6,420,0.15,2142,1386,756,0,-4.2
2025-04-02,S022,東北,仙台,小型,衣料,Tシャツ,EC,法人,6,2400,0.1,12960,6048,6912,0,41.5
2025-04-02,S022,東北,仙台,小型,食品,コーヒー豆,電話,一般,11,1280,0.15,11968,5632,6336,0,14.0
2025-04-02,S031,関東,東京,標準,家電,エアコン,EC,法人,16,85000,0,1360000,843200,516800,0,50.8
2025-04-02,S031,関東,東京,標準,食品,コーヒー豆,EC,会員,19,1280,0,24320,9728,14592,0,14.8
2025-04-02,S031,関東,東京,標準,日用品,ティッシュ,EC,プレミアム会員,28,420,0,11760,6468,5292,0,29.3
2025-04-02,S031,関東,東京,標準,衣料,Tシャツ,EC,一般,17,2400,0,40800,17136,23664,0,30.6
2025-04-02,S031,関東,東京,標準,日用品,洗剤,店頭,プレミアム会員,21,680,0,14280,6426,7854,1,46.3
2025-04-02,S032,関東,東京,旗艦,家電,テレビ,EC,プレミアム会員,38,95000,0.2,2888000,1985500,902500,1,63.7
2025-04-02,S032,関東,東京,旗艦,衣料,Tシャツ,店頭,法人,46,2400,0,110400,46368,64032,2,27.2
2025-04-02,S032,関東,東京,旗艦,食品,コーヒー豆,店頭,会員,44,1280,0.2,45056,22528,22528,0,31.0
2025-04-02,S041,中部,名古屋,旗艦,日用品,洗剤,電話,プレミアム会員,48,680,0.2,26112,14688,11424,1,50.4
2025-04-02,S041,中部,名古屋,旗艦,衣料,ダウンジャケット,EC,法人,44,18000,0,792000,396000,396000,0,34.3
2025-04-02,S041,中部,名古屋,旗艦,食品,コーヒー豆,電話,会員,26,1280,0.05,31616,13312,18304,1,28.8
2025-04-02,S041,中部,名古屋,旗艦,食品,プレミアム米,EC,一般,54,4800,0,259200,124416,134784,2,24.2
2025-04-02,S041,中部,名古屋,旗艦,家電,冷蔵庫,電話,プレミアム会員,57,128000,0,7296000,4231680,3064320,0,57.1
2025-04-02,S041,中部,名古屋,旗艦,日用品,ティッシュ,EC,法人,48,420,0.1,18144,11088,7056,2,18.3
2025-04-02,S042,中部,名古屋,旗艦,日用品,ティッシュ,電話,法人,22,420,0,9240,5082,4158,0,28.4
2025-04-02,S042,中部,名古屋,旗艦,衣料,Tシャツ,店頭,プレミアム会員,24,2400,0.15,48960,24192,24768,0,38.0
2025-04-02,S042,中部,名古屋,旗艦,食品,プレミアム米,電話,一般,29,4800,0,139200,66816,72384,0,17.6
2025-04-02,S042,中部,名古屋,旗艦,家電,エアコン,電話,法人,47,85000,0,3995000,2476900,1518100,1,39.6
2025-04-02,S042,中部,名古屋,旗艦,家電,テレビ,店頭,一般,45,95000,0.1,3847500,2351250,1496250,0,17.4
2025-04-02,S051,関西,大阪,小型,家電,冷蔵庫,電話,会員,5,128000,0.05,608000,371200,236800,0,8.6
2025-04-02,S051,関西,大阪,小型,衣料,Tシャツ,電話,会員,13,2400,0,31200,13104,18096,0,25.1
2025-04-02,S051,関西,大阪,小型,食品,プレミアム米,店頭,法人,14,4800,0,67200,32256,34944,0,11.7
2025-04-02,S052,関西,大阪,旗艦,日用品,ティッシュ,店頭,法人,9,420,0,3780,2079,1701,2,39.0
2025-04-02,S052,関西,大阪,旗艦,家電,テレビ,EC,一般,37,95000,0.05,3339250,1933250,1406000,1,29.0
2025-04-02,S052,関西,大阪,旗艦,食品,プレミアム米,EC,会員,36,4800,0.1,155520,82944,72576,0,31.0
2025-04-02,S052,関西,大阪,旗艦,家電,エアコン,電話,一般,31,85000,0.05,2503250,1633700,869550,0,24.5
2025-04-02,S052,関西,大阪,旗艦,衣料,ダウンジャケット,店頭,一般,31,18000,0.05,530100,279000,251100,0,44.0
2025-04-02,S061,中国,広島,小型,家電,エアコン,店頭,プレミアム会員,10,85000,0.05,807500,527000,280500,0,38.5
2025-04-02,S061,中国,広島,小型,食品,プレミアム米,EC,法人,4,4800,0.2,15360,9216,6144,0,31.7
2025-04-02,S061,中国,広島,小型,家電,テレビ,店頭,一般,8,95000,0.05,722000,418000,304000,1,23.7
2025-04-02,S062,中国,広島,小型,家電,冷蔵庫,店頭,一般,6,128000,0,768000,445439,322561,1,41.6
2025-04-02,S062,中国,広島,小型,食品,コーヒー豆,EC,会員,11,1280,0,14080,5632,8448,0,19.5
2025-04-02,S062,中国,広島,小型,家電,テレビ,電話,会員,9,95000,0,855000,470250,384750,1,22.3
2025-04-02,S062,中国,広島,小型,衣料,ダウンジャケット,店頭,法人,7,18000,0.15,107100,63000,44100,0,33.0
2025-04-02,S062,中国,広島,小型,食品,プレミアム米,店頭,会員,8,4800,0.1,34560,18432,16128,0,21.2
2025-04-02,S062,中国,広島,小型,日用品,洗剤,EC,一般,7,680,0,4760,2142,2618,0,39.2
2025-04-02,S071,九州,福岡,小型,食品,プレミアム米,電話,法人,15,4800,0.1,64800,34560,30240,0,39.4
2025-04-02,S071,九州,福岡,小型,家電,冷蔵庫,店頭,一般,13,128000,0.15,1414400,965119,449281,1,43.6
